cseq,mapX,mapY,useyn
149,126.4090458,37.754659,y
150,127.1300413,34.4662464,y
151,126.8669527,36.4787323,y
152,126.8653481,37.9282308,y
153,128.0268115,35.6138643,y
154,127.5718981,37.8746584,y
155,127.3855754,37.260028,y
156,127.6250899,36.9727539,y
157,126.4622162,37.2376842,y
158,128.0415219,37.5692609,y
159,126.4867324,37.2796838,y
160,127.8853871,36.9979252,y
161,128.0094154,37.2046656,y
162,127.62052191040594,37.97985036620364,y
163,127.0380781,37.9381304,y
164,127.8132441,36.6808591,y
165,128.5741978,38.0539376,y
166,128.6255169,37.4392957,y
167,128.2828521,37.3335821,y
168,127.7102973,37.3571279,y
169,128.19035423546308,35.86562400769073,y
170,128.2316879,38.00156,y
171,127.3660601,37.8378812,y
172,127.2682375,38.1223184,y
173,126.8457645,36.3131271,y
174,128.183499,37.5756095,y
175,127.9447428,37.5639929,y
176,127.3315589,37.8341998,y
177,126.8711247,37.3698228,y
178,126.9612612,35.0462361,y
179,128.9242567,35.3959128,y
180,126.8595945,36.7903534,y
181,127.3803955,38.0327484,y
182,127.2641587,35.9291573,y
183,126.3689413,37.457653,y
184,129.144361,35.4037221,y
185,128.3690179,38.0762331,y
186,127.1309851,37.6363036,y
187,127.32096795765152,37.82130459998124,y
188,128.8585657,37.2186396,y
189,127.5766743,37.9132053,y
190,127.748085,36.5003063,y
191,128.32869532961703,37.64823695368516,y
192,127.29379,36.6004221,y
193,128.0254889,35.9097778,y
194,127.9742009,34.991055,y
195,127.783693,37.3898166,y
196,127.4371752,36.1547058,y
197,128.9234833,35.4894615,y
198,127.1088124,35.7194782,y
199,128.8497855,35.4859449,y
200,127.2852868,37.8862519,y
201,126.9726951,36.1670413,y
202,127.0303201,34.633212,y
203,128.1779613,36.1407786,y
204,127.9184282,36.0192538,y
205,126.5506463,36.9595439,y
206,129.5775102,36.0322311,y
207,127.7238698,37.6952997,y
208,128.6756395,36.5205595,y
209,128.6594282,36.0472331,y
210,128.8753088,35.5087379,y
211,126.4536388,37.2744568,y
212,127.9727437,38.1054957,y
213,129.2486,36.3030333,y
214,127.6476322,37.7651221,y
215,127.3629559,37.7794989,y
216,127.3610824,37.7585268,y
217,127.8688233,36.6634019,y
218,127.3747122,37.9952108,y
219,128.4043502,35.4259846,y
220,127.6988015,37.545149,y
221,126.7008778,37.6516116,y
222,129.2503816,37.3586101,y
223,128.6029164,38.1495719,y
224,126.8693491,35.3253017,y
225,127.1896317,38.1619799,y
226,128.72009165750654,38.02376484621957,y
227,127.6056251,37.6636713,y
228,127.2155059,37.887054,y
229,127.9499272,34.7786958,y
230,126.3284546,36.8411777,y
231,127.2350577,37.4550879,y
232,126.5271596,37.2529825,y
233,127.3012336,38.1710191,y
234,126.7592065,37.0527371,y
235,127.2181649,34.4536023,y
236,129.4149456,36.4034212,y
237,128.565544,35.0746231,y
238,126.5754967,36.1592093,y
239,128.2535291,36.055566,y
240,127.1116051,38.089173,y
241,127.4857778,35.9908677,y
242,127.0520643,36.7460591,y
243,128.133457,35.0143576,y
244,127.6977627,36.5851392,y
245,127.1415921,37.7794961,y
246,127.3251217,38.055694,y
247,127.8031661,37.9153876,y
248,127.1652627,36.3687213,y
249,127.9176326,35.3550812,y
250,126.3347168,36.5051901,y
251,129.4279817,36.4095938,y
252,127.1660184,37.7884288,y
253,126.891493,37.8538897,y
254,127.5565451,37.8661486,y
255,127.3644199,36.8849707,y
256,127.7823824,36.6344992,y
257,128.1777964,35.7718959,y
258,129.4906609,35.7835746,y
259,128.2239348,36.9538742,y
260,127.3397259,37.9382538,y
261,128.2683006,38.1423929,y
262,126.2280034,36.7490845,y
263,128.1338466,36.9925197,y
264,128.8007247,36.045975,y
265,128.1331513,37.1880139,y
266,127.307411,37.1206426,y
267,127.1369629,38.0260281,y
268,127.9920708,37.185234,y
269,128.5010068,34.7807499,y
270,127.0135435,38.057792,y
271,127.4874792,37.7124497,y
272,126.3898723,37.688647,y
273,126.9720671,36.7379925,y
274,127.252352,38.1206961,y
275,127.3897429,38.0880425,y
276,126.47175630797284,37.28419738627056,y
277,128.9226331,35.5396942,y
278,126.5490636,36.1465183,y
279,126.4343379,36.3650274,y
280,127.7216264,34.7086285,y
281,127.433658,37.6472432,y
282,128.0485467,37.0097947,y
283,126.8803426,37.9406758,y
284,129.5757391,36.0123975,y
285,127.8457045,36.5956006,y
286,127.4597874,37.698568,y
287,128.2350495,37.3097666,y
288,129.0050405,35.667597,y
289,127.2854063,36.8524255,y
290,128.6272159,34.7980689,y
291,128.4052894,37.0083295,y
292,126.9291516,37.4205599,y
293,127.1769142,34.4909618,y
294,126.3949476,33.4175616,y
295,128.2272471,35.2504886,y
296,127.5137764,37.902074,y
297,127.9330717,35.9921294,y
298,128.8645883,36.8232707,y
299,128.5486027,35.4946002,y
300,127.9984882,37.2270515,y
301,128.6889562,38.0299309,y
302,128.3078304,36.9105982,y
303,128.4665513,38.347478,y
304,127.2456067,37.3099413,y
305,127.1387216,37.8601168,y
306,127.2343096,37.9235414,y
307,126.4084801,37.6336404,y
308,127.7752245,37.5606254,y
309,126.3763973,33.4242393,y
310,127.6425294,36.6237486,y
311,127.0098302,34.9739417,y
312,126.1319656,36.7536802,y
313,126.1345572,36.7504829,y
314,127.3137391,35.1366774,y
315,127.8060107,35.1637549,y
316,126.3472261,33.402903,y
317,129.5312614,35.9409187,y
318,129.0752812,35.7421181,y
319,127.4244674,37.0101674,y
320,127.2063617,37.5186743,y
321,128.7486933,35.9858308,y
322,127.9814267,35.9727065,y
323,127.4935246,37.6021815,y
324,127.3527468,37.7723317,y
325,127.1823351,37.0310242,y
326,127.8413806,36.9201374,y
327,127.6675007,37.9360606,y
328,126.4162019,36.7691306,y
329,128.2718472,37.3746937,y
330,128.388538,37.9467875,y
331,127.0624224,35.6067201,y
332,126.3004803,36.6440495,y
333,129.231694,37.3250388,y
334,127.1406908,37.9336603,y
335,127.3412483,35.1875396,y
336,128.0673384,36.9135361,y
337,127.435806,36.9961147,y
338,126.7882536,36.5424617,y
339,127.3663017,37.7510684,y
340,127.4922293,37.5964304,y
341,127.9590065,36.6760292,y
342,127.2320417,37.7970616,y
343,127.7700099,37.6442148,y
344,127.3948524,37.6999312,y
345,129.3940373,35.6682252,y
346,129.5031419,36.0234201,y
347,126.715208,36.0367984,y
348,127.7418036,37.4920834,y
349,128.9679815,36.9842311,y
350,127.9757635,34.7745708,y
351,127.3775787,38.0482848,y
352,127.3729465,37.7620205,y
353,127.1230004,37.9566202,y
354,126.335676,36.9701571,y
355,127.2319768,37.8635216,y
356,127.3559449,37.835525,y
357,127.3432703,36.0572217,y
358,128.7879888,35.9656207,y
359,128.321071,36.1921326,y
360,126.890701,33.4987885,y
361,127.7586309,35.1385259,y
362,127.7169022,37.2417692,y
363,128.4702695,37.3639934,y
364,126.5828149,36.1328472,y
365,127.9927925,36.549275,y
366,127.2823378,36.1333092,y
367,128.8084158,37.1385799,y
368,127.3574604,37.7545758,y
369,129.3486329,35.3684247,y
370,128.145408,36.8884588,y
371,128.1209091,36.9498317,y
372,128.6576978,37.946245,y
373,127.4157684,37.9686787,y
374,127.218421,35.3138926,y
375,126.4113627,37.7324327,y
376,126.5685955,37.2842002,y
377,127.3680093,37.7521716,y
378,127.3904659,38.0818603,y
379,128.0443549,35.6277091,y
380,128.144393,37.2982221,y
381,128.2429555,37.8433982,y
382,128.9743429,35.6839484,y
383,127.3263447,38.0321686,y
384,127.5110176,37.90038,y
385,126.1899268,36.836428,y
386,127.3222053,37.8202538,y
387,126.3641106,37.7691141,y
388,126.1385368,36.7523095,y
389,127.1205729,37.9379521,y
390,127.274064,37.8750647,y
391,126.4573084,37.6136457,y
392,128.5496911,35.7090812,y
393,127.5539574,36.1612297,y
394,127.8624505,37.4191198,y
395,128.1403357,37.1900564,y
396,127.3735639,38.0427027,y
397,129.5725198,36.0629398,y
398,127.7442277,38.00041,y
399,129.0017429,35.6723432,y
400,126.7878976,37.4632034,y
401,127.4472319,37.0553303,y
402,128.496873,37.6719793,y
403,126.4185384,33.4131549,y
404,129.0976705,35.5381194,y
405,126.2374834,36.8157295,y
406,128.9812267,35.5794765,y
407,128.5215231,37.9723155,y
408,128.544085,34.8352047,y
409,128.4514642,35.2806678,y
410,127.317508,35.9463761,y
411,128.7660288,37.9425615,y
412,127.0758112,38.0133697,y
413,128.1209562,35.9249781,y
414,128.0233297,35.4826548,y
415,126.3332752,35.060622,y
416,128.723236,38.0225122,y
417,127.5405948,37.9381493,y
418,127.4508378,37.6491169,y
419,127.4949341,37.5989515,y
420,127.5567259,37.9339118,y
421,127.4480165,37.8133765,y
422,127.3692762,37.9012897,y
423,127.4930571,37.5986275,y
424,127.3939722,37.7742312,y
425,129.3279152,35.7827705,y
426,127.6996429,37.4862336,y
427,127.1756001,37.2018971,y
428,128.0458768,35.5591898,y
429,129.2882486,35.8857674,y
430,127.3726809,37.6894493,y
431,128.8660833,37.1093509,y
432,127.8045652,37.1153591,y
433,126.2327666,36.7024877,y
434,129.2320081,37.3251008,y
435,129.5085418,35.8185953,y
436,127.6976066,35.465067,y
437,128.1019097,37.8348945,y
438,129.0542404,35.663639,y
439,128.1375783,37.2510174,y
440,128.5328649,35.4934736,y
441,128.5675514,35.7232424,y
442,127.136071,37.9561221,y
443,127.0976424,37.8797108,y
444,128.5066759,38.2301706,y
445,126.5426451,36.9752915,y
446,127.6399153,37.6918974,y
447,128.1028433,37.1571502,y
448,127.9582601,36.4726621,y
449,127.5090231,37.8551282,y
450,127.1559589,37.8079803,y
451,126.9807073,36.8556847,y
452,128.2800377,37.343829,y
453,127.4309057,36.042413,y
454,126.4876383,35.6064092,y
455,127.8053203,35.8297842,y
456,127.3881197,36.0699659,y
457,128.4973179,38.0748589,y
458,127.0690482,38.010103,y
459,128.3996582,37.5283194,y
460,128.1647883,37.3048111,y
461,128.2727962,37.279031,y
462,127.1524255,37.9532504,y
463,127.3217751,38.0571123,y
464,129.5804904,36.0430264,y
465,126.8101946,36.1065014,y
466,128.075655,35.9176577,y
467,127.6370874,35.2626803,y
468,127.845342,36.7661834,y
469,127.2224468,37.4750048,y
470,127.5888938,34.7397301,y
471,126.4644882,36.5868877,y
472,126.9431204,38.0523882,y
473,126.8131869,34.3273912,y
474,127.8261064,36.6040423,y
475,128.5269305,38.3300349,y
476,127.8924615,37.4399144,y
477,126.9576251,37.1635651,y
478,126.6942453,36.2273436,y
479,130.8338106,37.4704559,y
480,129.0762639,35.7073081,y
481,129.0588293,35.7068123,y
482,128.1287101,37.105765,y
483,128.7445964,37.352643,y
484,128.7165625,36.6153463,y
485,126.732843,36.5582996,y
486,127.9749458,37.0914932,y
487,127.357971,37.7573547,y
488,127.3729656,37.8467359,y
489,127.454137,37.8218531,y
490,127.5683107,37.9007892,y
491,128.8957684,35.2670743,y
492,128.444071,34.9099682,y
493,127.4699249,37.8313781,y
494,127.536173,37.6301797,y
495,126.9415457,37.9467693,y
496,128.5161807,36.9120262,y
497,127.8302846,35.2963538,y
498,126.35104,36.453072,y
499,127.462096,38.1557117,y
500,126.8836625,37.9810263,y
501,127.2124415,37.4605232,y
502,127.9514463,37.2149585,y
503,128.1941257,35.199915,y
504,129.1171908,35.4875384,y
505,128.2751704,37.360531,y
506,126.9481674,37.4620698,y
507,126.3033543,36.9155549,y
508,128.023869,35.4829619,y
509,127.0188057,36.7231734,y
510,129.0774234,37.5968555,y
511,127.9110081,34.9238914,y
512,127.3877629,35.9847692,y
513,127.3666106,37.8023639,y
514,128.0177792,36.5271193,y
515,127.7585889,38.1019364,y
516,127.3823246,36.9714608,y
517,126.3019495,36.6390774,y
518,126.7268994,35.9857213,y
519,127.1438105,37.9607164,y
520,127.6318623,37.6929172,y
521,127.0497672,34.8520417,y
522,127.4396138,36.2080859,y
523,128.2682307,38.1349696,y
524,128.9517389,37.1180784,y
525,128.3298669,35.3223988,y
526,127.3326378,35.2651561,y
527,127.2985063,36.2198813,y
528,129.0755743,35.7080671,y
529,128.1863243,37.3126368,y
530,127.2064444,37.2467383,y
531,126.1365362,36.7482725,y
532,128.4903101,36.0948795,y
533,126.6645073,36.0251116,y
534,127.286824,36.3623491,y
535,128.9603793,35.687073,y
536,128.2528737,38.0774371,y
537,127.396926,36.1385162,y
538,128.209738,38.0421569,y
539,127.3489979,37.8532276,y
540,127.8031484,37.6874632,y
541,127.8161161,36.3711291,y
542,127.8216064,37.4803585,y
543,127.965114,34.9709678,y
544,127.5965402,37.6568611,y
545,127.9112388,34.8455994,y
546,128.2860107,37.1231026,y
547,127.9850116,35.0318145,y
548,128.0476426,36.6056014,y
549,126.8261961,37.2208029,y
550,127.8056797,34.4849901,y
551,128.6683751,37.9401714,y
552,127.2383825,38.0669588,y
553,128.8242261,35.698633,y
554,128.1392045,37.6489593,y
555,127.3645338,37.7622603,y
556,128.8873785,37.724587,y
557,127.0658856,38.1577398,y
558,126.9549544,38.0184602,y
559,128.7181845,35.6841012,y
560,127.5733499,37.6960043,y
561,127.8194656,35.4141119,y
562,127.4609008,37.7241632,y
563,127.5893913,36.070222,y
564,127.5631131,36.6440067,y
565,127.4143506,38.0737456,y
566,126.7638091,36.6354348,y
567,127.860038,36.490951,y
568,127.7864468,36.540877,y
569,127.8123942,36.6804947,y
570,127.5632786,37.9064231,y
571,127.1658136,37.9331022,y
572,128.0111647,34.8405593,y
573,129.0238387,35.7836413,y
574,126.4899021,36.5284795,y
575,127.8626692,36.1338012,y
576,128.2572351,37.8811096,y
577,128.7684592,36.1013298,y
578,127.3408829,34.8611511,y
579,128.4455984,37.5631755,y
580,126.7207168,37.8291163,y
581,126.9979229,37.5825402,y
582,129.0603818,37.1235926,y
583,127.1662273,37.9329672,y
584,127.33727,36.2100482,y
585,127.1659957,37.9334444,y
586,127.7769061,35.8937903,y
587,129.061384,35.1021476,y
588,127.2625021,38.0237775,y
589,127.4166709,36.3936977,y
590,128.7474132,35.0851757,y
591,128.6102834,37.3699725,y
592,127.5327943,37.8394502,y
593,127.4057819,37.826529,y
594,127.5944939,37.9765019,y
595,128.9775932,35.5805279,y
596,128.3273375,37.2902186,y
597,128.0439875,37.7478748,y
598,127.5882184,37.5422071,y
599,127.8515728,37.6397745,y
600,127.1341211,34.4775892,y
601,127.8111562,37.1087371,y
602,129.3725609,36.1956732,y
603,127.7689898,34.7100833,y
604,128.3661929,38.2250401,y
605,127.4538035,37.8151834,y
606,128.4405666,34.9804076,y
607,129.3954653,36.1612144,y
608,128.2577718,37.3201674,y
609,126.5892138,37.2340931,y
610,126.7385344,36.0184355,y
611,128.3752413,36.9509528,y
612,128.225901,37.531767,y
613,126.6835875,37.8004048,y
614,126.5185456,37.5883546,y
615,126.9065949,35.3925938,y
616,126.787536,33.5175712,y
617,127.5927966,34.9997713,y
618,127.9363261,38.0244377,y
619,126.3783232,36.6295138,y
620,126.6451584,37.1998281,y
621,127.1742228,37.9236539,y
622,126.6270087,37.1740382,y
623,127.9815072,36.9506283,y
624,129.2022859,35.7749306,y
625,126.8415456,37.3786646,y
626,127.6688754,37.9235042,y
627,127.5098162,37.7212947,y
628,127.0183567,35.0847548,y
629,128.6531836,34.8482988,y
630,127.1290861,37.9436828,y
631,126.3281211,34.7770717,y
632,127.2628181,36.1963747,y
633,127.2973329,36.7301815,y
634,127.0360446,37.971439,y
635,129.0187367,35.5680597,y
636,128.6239986,35.752993,y
637,127.636274,37.6968083,y
638,127.2092814,38.0556465,y
639,128.8876679,35.275578,y
640,126.3829248,35.3311905,y
641,128.4577053,37.8178687,y
642,127.07916,36.6332007,y
643,127.7524583,37.7204822,y
644,128.379119,35.4806945,y
645,126.9112047,37.006497,y
646,127.5542861,37.8973678,y
647,128.2710403,37.2911507,y
648,127.4230682,37.6010371,y
649,127.7537386,35.2700839,y
650,126.1826531,36.8346313,y
651,127.9925747,37.1789641,y
652,126.869281,37.9611752,y
653,127.4620787,34.9394629,y
654,127.5037181,37.6688396,y
655,127.3623971,37.8873231,y
656,128.4740957,34.9182172,y
657,128.1552055,35.8722271,y
658,127.6460339,37.6937569,y
659,129.5689344,36.0714577,y
660,127.8493021,37.442186,y
661,127.8665003,37.0405193,y
662,128.5113873,38.3462352,y
663,128.618051,37.9100292,y
664,127.1154886,35.0419301,y
665,127.3443765,35.7386448,y
666,126.7257635,36.4356073,y
667,128.1548976,37.8248474,y
668,127.5851717,37.5928418,y
669,127.0575714,38.0441198,y
670,127.9559383,36.0055626,y
671,127.6088597,36.7126713,y
672,127.3237208,38.0760751,y
673,128.7402176,37.9808572,y
674,126.9498966,37.7146682,y
675,126.3285545,36.8132835,y
676,127.3536065,37.8463503,y
677,127.3534311,37.8449803,y
678,128.501296,37.9144025,y
679,126.9071173,33.4915495,y
680,126.9071173,33.4915495,y
681,128.8004903,35.5368601,y
682,127.3833335,38.0531922,y
683,128.4952388,36.0507939,y
684,127.2711473,37.8291195,y
685,129.1401446,35.7320462,y
686,127.286824,36.3623491,y
687,126.7183498,36.6569912,y
688,127.8005961,36.6960025,y
689,128.5742267,35.9868722,y
690,128.2575596,37.5087582,y
691,127.2445513,37.8044709,y
692,127.8699072,34.9477998,y
693,126.8195186,35.0466886,y
694,128.3994167,34.7393126,y
695,127.4447534,37.0529475,y
696,127.6059369,36.6136771,y
697,126.418231,36.3650148,y
698,127.8087993,36.6939061,y
699,127.2753721,37.8660745,y
700,128.5761186,36.0050839,y
701,129.3714467,36.3300298,y
702,127.1970855,34.6475274,y
703,126.9985978,36.8822361,y
704,128.5839805,34.7639995,y
705,127.5127458,37.8998714,y
706,127.3725169,37.7591209,y
707,127.3740963,37.9026163,y
708,127.5403662,37.8869977,y
709,126.3345879,36.5501728,y
710,126.5169094,37.2570984,y
711,126.7092746,34.2983381,y
712,126.2875741,35.0647963,y
713,127.3276265,35.9941126,y
714,126.8864997,37.9853995,y
715,128.1780646,37.3696206,y
716,127.1034849,36.2774645,y
717,128.4020206,35.9426485,y
718,128.310951,37.6608898,y
719,129.2574974,36.0517864,y
720,127.3777376,37.769668,y
721,127.3879245,38.0293388,y
722,126.9518385,37.4104862,y
723,127.553621,35.0629621,y
724,127.3726809,37.6894493,y
725,127.5336159,34.8286759,y
726,127.1223147,37.9305369,y
727,126.9389557,37.6479268,y
728,127.3947272,35.8891897,y
729,127.1958115,37.0819697,y
730,127.8966678,37.7841138,y
731,127.6701829,37.6152164,y
732,126.9854872,36.5789883,y
733,129.0816594,35.6693397,y
734,127.4618492,34.4817019,y
735,126.2757007,33.1683488,y
736,128.9915757,35.8324884,y
737,128.6676391,35.783628,y
738,128.5706554,38.0533806,y
739,127.3012562,35.122686,y
740,127.48455,37.6260016,y
741,127.7446047,38.0117532,y
742,126.6896961,33.4975998,y
743,127.1758998,37.9696141,y
744,128.7118944,37.5160612,y
745,126.3851334,33.4037073,y
746,126.2723008,36.724381,y
747,127.4429839,37.6291745,y
748,128.5130384,36.8310947,y
749,126.4811778,35.5135935,y
750,127.304,37.9374342,y
751,127.7497766,34.7304758,y
752,127.1304994,37.9455083,y
753,127.2396589,36.8029027,y
754,128.6041696,37.1448561,y
755,126.3278481,34.4472001,y
756,128.1019177,37.4642355,y
757,128.081195,37.6181407,y
758,127.0949657,37.8805886,y
759,127.7326408,37.4732729,y
760,127.3212452,38.0892062,y
761,128.88936,35.5687948,y
762,126.8337198,34.3297838,y
763,127.0591484,37.4431922,y
764,128.1535802,35.2090586,y
765,127.8222027,37.7139017,y
766,127.973491,37.204761,y
767,128.7809233,35.4866735,y
768,129.4074708,36.6124802,y
769,127.3515246,37.9600689,y
770,126.9379512,37.1104571,y
771,128.2256755,37.2717921,y
772,127.7590151,37.67772,y
773,126.6155454,37.5385442,y
774,128.9742792,35.6824133,y
775,126.1925789,36.836434,y
776,127.8796864,37.0744322,y
777,127.3270135,37.1664944,y
778,126.4517271,37.2434465,y
779,128.402531,35.3745605,y
780,127.0935136,36.3267473,y
781,128.6053621,37.0771392,y
782,127.9043434,37.8092195,y
783,126.8301179,35.6337037,y
784,126.8275863,37.8751895,y
785,126.8001595,37.7915549,y
786,127.8554608,37.747889,y
787,127.5421034,37.7098381,y
788,127.5095455,34.9296985,y
789,126.3260561,36.8518642,y
790,128.0195085,37.0701996,y
791,127.8337842,37.8636577,y
792,126.5382566,33.2432954,y
793,128.0129322,34.9186204,y
794,128.7914264,37.9195448,y
795,128.3045324,37.5652344,y
796,126.9450894,37.7483276,y
797,127.9242825,35.3248484,y
798,128.5723214,38.1483564,y
799,127.8031017,35.2434456,y
800,128.374046,34.8485279,y
801,128.4865593,36.0367006,y
802,128.8005027,35.5867721,y
803,128.4490245,37.1080544,y
804,127.6515487,35.1542667,y
805,128.0643113,37.564598,y
806,127.0191608,37.5930408,y
807,129.5321547,35.868224,y
808,127.4224198,35.8497539,y
809,127.3854556,37.8554167,y
810,126.5145959,35.6657035,y
811,128.4500126,35.2617575,y
812,127.359021,38.0183869,y
813,128.8713538,35.5728961,y
814,127.6977063,38.1282888,y
815,126.8930021,37.4835081,y
816,129.2877333,37.309441,y
817,127.6704457,35.6484205,y
818,127.958377,35.5847386,y
819,127.4439452,37.8138727,y
820,126.6813909,35.284768,y
821,126.6305853,35.2960133,y
822,127.3609711,36.8155872,y
823,126.3768692,37.6217822,y
824,127.024381,36.6664784,y
825,129.071047,35.7183814,y
826,129.207975,37.1521016,y
827,126.33009,36.8125041,y
828,129.427142,35.7656529,y
829,126.486667,37.2810341,y
830,128.270097,35.7106953,y
831,127.6001017,37.4707727,y
832,126.81906,35.1678865,y
833,128.905434,35.5214007,y
834,127.350715,37.7471543,y
835,127.259031,37.716145,y
836,126.8963786,36.9332113,y
837,127.19217,35.8160907,y
838,128.276601,36.0991128,y
839,128.276555,36.099672,y
840,129.368254,35.7679711,y
841,127.389482,36.92396,y
842,126.134763,36.7493998,y
843,127.828089,34.8743402,y
844,127.589235,35.2390289,y
845,128.243168,37.6651559,y
846,127.775317,35.2078872,y
847,129.320158,35.7982728,y
848,128.191419,37.1366433,y
849,128.145252,38.0154805,y
850,127.282304,37.8718936,y
851,128.406404,34.8015338,y
852,126.301775,36.6405282,y
853,128.759065,37.9701526,y
854,126.999075,36.4204316,y
855,128.131432,36.8974135,y
856,127.016365,36.5151423,y
857,127.40107,37.8546307,y
858,127.271251,36.8267532,y
859,126.965282,36.6028011,y
860,127.367319,36.7175165,y
861,127.3575889,37.5836657,y
862,127.400597,37.7117954,y
863,127.7921003,37.3807404,y
864,127.23885,36.8352926,y
865,128.905593,36.111671,y
866,127.087763,35.5333003,y
867,128.095433,37.8273432,y
868,126.746212,37.0379638,y
869,128.613344,38.020246,y
870,128.308241,37.6605247,y
871,128.276024,37.2925618,y
872,127.305982,37.118321,y
873,128.195115,35.7988881,y
874,127.272421,36.9199956,y
875,127.865036,37.6549718,y
876,127.251061,37.8655763,y
877,126.294057,36.9332918,y
878,126.205129,33.2459661,y
879,127.144519,37.1071194,y
880,127.353803,38.0075884,y
881,128.506247,37.201069,y
882,128.707724,37.3231524,y
883,128.38587,37.4275606,y
884,128.080192,37.1814969,y
885,128.081036,37.1814532,y
886,126.536504,36.8854153,y
887,128.528906,37.2729363,y
888,128.308387,37.340005,y
889,128.277926,37.2195171,y
890,127.863467,37.2241423,y
891,128.218464,35.3150729,y
892,127.140283,37.9639612,y
893,127.278306,37.8879128,y
894,126.813747,36.9125604,y
895,128.530809,37.3068414,y
896,128.206461,38.0066351,y
897,127.508954,37.8538186,y
898,126.45058,37.2567873,y
899,126.308072,33.4547608,y
900,127.743982,37.3851964,y
901,127.565011,37.4331091,y
902,127.56219,37.9380392,y
903,128.044775,34.9841963,y
904,128.663712,37.9426583,y
905,126.634098,36.0812193,y
906,128.362965,35.1004199,y
907,127.2313421,37.760742,y
908,127.5114138,37.5919079,y
909,128.7019496,34.8163764,y
910,127.8113717,35.9016555,y
911,127.5407866,37.7579539,y
912,128.1973707,37.1609691,y
913,126.4174411,36.3741155,y
914,126.5498383,36.7512598,y
915,127.2975208,36.8734041,y
916,127.4078863,35.6376897,y
917,127.0173997,35.3296866,y
918,127.643161,37.6463144,y
919,126.6260608,37.233557,y
920,129.4138679,35.7290229,y
921,127.9050794,34.7552059,y
922,127.2939704,38.1367016,y
923,126.3056599,33.4058384,y
924,127.7698861,36.5722008,y
925,127.3390233,36.221762,y
926,127.2641852,36.0976057,y
927,128.7931208,35.5764507,y
928,128.2712728,37.3763565,y
929,129.4185342,35.702314,y
930,129.5809176,36.0169429,y
931,127.8613047,35.0160365,y
932,128.8383144,35.2801597,y
933,126.2664896,34.6647893,y
934,127.4165944,37.9680289,y
935,127.4518123,37.6655057,y
936,127.5137288,37.5918631,y
937,126.475008,34.4426912,y
938,128.3168811,37.5561405,y
939,126.826736,37.9035816,y
940,128.0143163,35.0017058,y
941,126.5166116,37.613595,y
942,126.4169176,33.2694822,y
943,127.6730254,36.57551,y
944,128.1815961,34.8546445,y
945,128.6565965,36.0488597,y
946,128.0515245,37.0067656,y
947,127.5363981,37.7230596,y
948,127.9551627,34.7721472,y
949,127.1963573,34.7074834,y
950,127.5592656,37.9376239,y
951,126.3990358,37.7478876,y
952,126.9531195,37.7288319,y
953,127.9639407,36.568123,y
954,128.2807503,37.3444892,y
955,127.8422725,35.436876,y
956,127.9014806,36.3341531,y
957,126.5598075,37.2649684,y
958,127.1541668,37.9479305,y
959,126.8077215,35.5387315,y
960,128.6215362,37.4704315,y
961,127.7893149,35.2441597,y
962,126.8667308,34.8300302,y
963,127.4242171,34.661632,y
964,128.5654393,35.6838315,y
965,127.8432822,37.7574788,y
966,126.9901457,36.6673666,y
967,127.3130942,37.1245426,y
968,129.5801063,36.014296,y
969,128.4903624,37.3613156,y
970,126.1309267,36.7335154,y
971,126.724831,35.986733,y
972,128.4559729,36.0054494,y
973,128.4560067,36.0051571,y
974,129.4148096,36.3940776,y
975,126.5888167,36.7922112,y
976,126.9073211,37.2976689,y
977,128.1877567,35.0001347,y
978,128.0468929,36.6544719,y
979,126.8725673,37.8585034,y
980,126.8769929,36.7247607,y
981,127.7903051,37.5520281,y
982,127.3905922,38.0516112,y
983,127.3149241,35.8764187,y
984,127.8918446,37.4524911,y
985,126.4184451,37.7260868,y
986,127.7557935,36.48962,y
987,127.4977299,37.5980162,y
988,126.4407403,35.0857752,y
989,128.0747677,34.8939456,y
990,126.9820089,36.8844225,y
991,127.9012172,36.7454056,y
992,127.8460249,37.7589184,y
993,127.0351481,37.2613186,y
994,127.2764931,37.8658797,y
995,128.1309056,37.9646343,y
996,127.5184552,37.6170972,y
997,127.4195315,37.1273582,y
998,127.3046847,37.9128452,y
999,128.7134537,35.7721165,y
1000,127.262387,36.384494,y
1001,128.4610399,38.4242837,y
1002,128.5268892,38.3242153,y
1003,128.676743,35.918848,y
1004,127.4570399,34.5104408,y
1005,127.7791226,37.8520329,y
1006,128.9313334,35.5248575,y
1007,127.4600097,38.1715472,y
1008,128.0069232,37.3807591,y
1009,126.9626724,37.9620611,y
1010,127.1600998,37.9939584,y
1011,127.6192622,36.2109716,y
1012,129.2661835,35.8058887,y
1013,128.4629017,37.8153402,y
1014,128.3551343,36.9192982,y
1015,126.9457605,37.7204202,y
1016,128.5666742,37.5333219,y
1017,126.963439,34.4739184,y
1018,128.6201176,38.1294784,y
1019,128.4038228,37.5771918,y
1020,127.972804,38.0489863,y
1021,128.6032373,34.9573342,y
1022,128.2561852,36.6009392,y
1023,126.4497582,37.2633423,y
1024,128.1141013,37.4255903,y
1025,128.9320507,35.4976845,y
1026,128.1184176,36.9061982,y
1027,128.1959014,37.3410282,y
1028,126.6787751,37.6600269,y
1029,127.9238643,36.5012508,y
1030,127.3340639,37.7912891,y
1031,128.1518076,37.2489014,y
1032,128.200246,37.2913986,y
1033,128.4852755,35.9720178,y
